list_name,name,label,admin1,admin2,admin3,admin4,facility_code,lat,lng,pcode
admin4,PH0105542005,CABALITIAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542006,CALUMBUYAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542007,CAMAGSINGALAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542008,CAOAYAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542009,CAPANTOLAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542010,MACAYCAYAWAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542011,PAITAN EAST,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542012,PAITAN WEST,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542013,PANGASCASAN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542014,POBLACION,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542015,SANTO DOMINGO,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542016,SESELANGEN,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542018,SIOASIO EAST,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542019,SIOASIO WEST,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105542020,VICTORIA,PH0100000000,PH0105500000,PH0105542000,,,,,
admin4,PH0105543001,AGNO,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543002,AMISTAD,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543003,BARANGOBONG,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543004,CARRIEDO,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543005,C. LICHAUCO,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543006,EVANGELISTA,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543007,GUZON,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543008,LAWAK,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543009,LEGASPI,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543010,LIBERTAD,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543012,MAGALLANES,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543013,PANGANIBAN,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543014,BARANGAY A (POB.),PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543015,BARANGAY B (POB.),PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543016,BARANGAY C (POB.),PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543017,BARANGAY D (POB.),PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543019,SALENG,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543020,SANTO DOMINGO,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543022,TOKETEC,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543023,TRENCHERA,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105543024,ZAMORA,PH0100000000,PH0105500000,PH0105543000,,,,,
admin4,PH0105544001,ABOT MOLINA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544002,ALO-O,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544003,AMARONAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544004,ANNAM,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544005,BANTUG,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544006,BARACBAC,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544007,BARAT,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544008,BUENAVISTA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544010,CABALITIAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544011,CABARUAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544012,CABATUAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544013,CADIZ,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544014,CALITLITAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544015,CAPAS,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544017,CAROSALESAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544018,CASILAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544019,CAURDANETAAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544020,CONCEPCION,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544021,DECRETO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544022,DIAZ,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544023,DIKET,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544024,DON JUSTO ABALOS,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544025,DON MONTANO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544026,ESPERANZA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544027,EVANGELISTA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544028,FLORES,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544029,FULGOSINO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544030,GONZALES,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544031,LA PAZ,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544032,LABUAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544033,LAUREN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544034,LUBONG,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544035,LUNA WESTE,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544036,LUNA ESTE,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544037,MANTACDANG,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544038,MASEIL-SEIL,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544039,NAMPALCAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544040,NANCALABASAAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544041,PANGANGAAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544042,PAPALLASEN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544044,PEMIENTA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544046,POBLACION EAST,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544047,POBLACION WEST,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544048,PRADO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544049,RESURRECCION,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544050,RICOS,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544051,SAN ANDRES,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544052,SAN JUAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544053,SAN LEON,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544054,SAN PABLO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544055,SAN VICENTE,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544056,SANTA MARIA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544057,SANTA ROSA,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544058,SINABAAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544059,TANGGAL SAWANG,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544060,CABANGARAN,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544061,CARAYUNGAN SUR,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105544062,DEL ROSARIO,PH0100000000,PH0105500000,PH0105544000,,,,,
admin4,PH0105545001,ANGATEL,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545002,BALANGAY,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545003,BATANGCAOA,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545004,BAUG,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545005,BAYAOAS,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545006,BITUAG,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545007,CAMAMBUGAN,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545008,DALANGIRING,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545009,DUPLAC,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545010,GALARIN,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545011,GUETEB,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545012,MALACA,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545013,MALAYO,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545014,MALIBONG,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545015,PASIBI EAST,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545016,PASIBI WEST,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545017,PISUAC,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545018,POBLACION,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545019,REAL,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545020,SALAVANTE,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105545021,SAWAT,PH0100000000,PH0105500000,PH0105545000,,,,,
admin4,PH0105546001,ANONAS,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546003,BACTAD EAST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546004,DR. PEDRO T. ORATA,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546005,BAYAOAS,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546007,BOLAOEN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546008,CABARUAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546009,CABULOAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546011,CAMANANG,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546012,CAMANTILES,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546014,CASANTAAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546015,CATABLAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546016,CAYAMBANAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546017,CONSOLACION,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546018,DILAN PAURIDO,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546019,LABIT PROPER,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546020,LABIT WEST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546022,MABANOGBOG,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546023,MACALONG,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546024,NANCALOBASAAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546025,NANCAMALIRAN EAST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546026,NANCAMALIRAN WEST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546027,NANCAYASAN,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546028,OLTAMA,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546029,PALINA EAST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546030,PALINA WEST,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546031,PINMALUDPOD,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546032,POBLACION,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546033,SAN JOSE,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546034,SAN VICENTE,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546035,SANTA LUCIA,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546036,SANTO DOMINGO,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546037,SUGCONG,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546038,TIPUSO,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105546039,TULONG,PH0100000000,PH0105500000,PH0105546000,,,,,
admin4,PH0105547001,AMAMPEREZ,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547002,BACAG,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547003,BARANGOBONG,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547004,BARRACA,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547005,CAPULAAN,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547006,CARAMUTAN,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547007,LA PAZ,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547008,LABIT,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547009,LIPAY,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547010,LOMBOY,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547011,PIAZ,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547012,ZONE V (POB.),PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547013,ZONE I (POB.),PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547014,ZONE II (POB.),PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547015,ZONE III (POB.),PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547016,ZONE IV (POB.),PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547017,PUELAY,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547018,SAN BLAS,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547019,SAN NICOLAS,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547020,TOMBOD,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105547021,UNZAD,PH0100000000,PH0105500000,PH0105547000,,,,,
admin4,PH0105548001,ANIS,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548002,BOTIQUE,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548003,CAARINGAYAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548004,DOMINGO ALARCIO,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548005,CABILAOAN WEST,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548006,CABULALAAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548007,CALAOAGAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548008,CALMAY,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548009,CASAMPAGAAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548010,CASANESTEBANAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548011,CASANTIAGOAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548012,INMANDUYAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548013,POBLACION,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548014,LEBUEG,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548015,MARABOC,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548016,NANBAGATAN,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548017,PANAGA,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548018,TALOGTOG,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548019,TURKO,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548020,YATYAT,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548021,BALLIGI,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0105548022,BANUAR,PH0100000000,PH0105500000,PH0105548000,,,,,
admin4,PH0200901001,IHUBOK II,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200901002,IHUBOK I,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200901003,SAN ANTONIO,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200901004,SAN JOAQUIN,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200901005,CHANARIAN,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200901006,KAYHUVOKAN,PH0200000000,PH0200900000,PH0200901000,,,,,
admin4,PH0200902006,RAELE,PH0200000000,PH0200900000,PH0200902000,,,,,
admin4,PH0200902007,SAN RAFAEL,PH0200000000,PH0200900000,PH0200902000,,,,,
admin4,PH0200902008,SANTA LUCIA,PH0200000000,PH0200900000,PH0200902000,,,,,
admin4,PH0200902009,SANTA MARIA,PH0200000000,PH0200900000,PH0200902000,,,,,
admin4,PH0200902010,SANTA ROSA,PH0200000000,PH0200900000,PH0200902000,,,,,
admin4,PH0200903001,RADIWAN,PH0200000000,PH0200900000,PH0200903000,,,,,
admin4,PH0200903002,SALAGAO,PH0200000000,PH0200900000,PH0200903000,,,,,
admin4,PH0200903003,SAN VICENTE,PH0200000000,PH0200900000,PH0200903000,,,,,
admin4,PH0200903004,TUHEL (POB.),PH0200000000,PH0200900000,PH0200903000,,,,,
admin4,PH0200904001,HA?IB,PH0200000000,PH0200900000,PH0200904000,,,,,
admin4,PH0200904002,KAUMBAKAN,PH0200000000,PH0200900000,PH0200904000,,,,,
admin4,PH0200904003,PANATAYAN,PH0200000000,PH0200900000,PH0200904000,,,,,
admin4,PH0200904004,UVOY (POB.),PH0200000000,PH0200900000,PH0200904000,,,,,
admin4,PH0200905001,CHAVAYAN,PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200905002,MALAKDANG (POB.),PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200905003,NAKANMUAN,PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200905004,SAVIDUG,PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200905005,SINAKAN (POB.),PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200905006,SUMNANGA,PH0200000000,PH0200900000,PH0200905000,,,,,
admin4,PH0200906001,KAYVALUGANAN (POB.),PH0200000000,PH0200900000,PH0200906000,,,,,
admin4,PH0200906002,IMNAJBU,PH0200000000,PH0200900000,PH0200906000,,,,,
admin4,PH0200906003,ITBUD,PH0200000000,PH0200900000,PH0200906000,,,,,
admin4,PH0200906004,KAYUGANAN (POB.),PH0200000000,PH0200900000,PH0200906000,,,,,
admin4,PH0201501001,ALINUNU,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501002,BAGU,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501003,BANGUIAN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501004,CALOG NORTE,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501005,CALOG SUR,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501006,CANAYUN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501007,CENTRO (POB.),PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501008,DANA-ILI,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501009,GUIDDAM,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501010,LIBERTAD,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501011,LUCBAN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501012,PINILI,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501013,SANTA FILOMENA,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501014,SANTO TOMAS,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501015,SIGUIRAN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501016,SIMAYUNG,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501017,SIRIT,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501018,SAN AGUSTIN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501019,SAN JULIAN,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201501020,SANTA ROSA,PH0200000000,PH0201500000,PH0201501000,,,,,
admin4,PH0201502001,ABBEG,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502002,AFUSING BATO,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502003,AFUSING DAGA,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502004,AGANI,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502005,BACULOD,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502006,BAYBAYOG,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502007,CABULUAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502008,CALANTAC,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502009,CARALLANGAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502010,CENTRO NORTE (POB.),PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502011,CENTRO SUR (POB.),PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502012,DALAOIG,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502013,DAMUROG,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502014,JURISDICTION,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502015,MALALATAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502016,MARABURAB,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502017,MASIN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502018,PAGBANGKERUAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502019,PARED,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502020,PIGGATAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502021,PINOPOC,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502022,PUSSIAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502023,SAN ESTEBAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502024,TAMBAN,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201502025,TUPANG,PH0200000000,PH0201500000,PH0201502000,,,,,
admin4,PH0201503001,BESSANG,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503002,BINOBONGAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503003,BULO,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503004,BUROT,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503005,CAPAGARAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503006,CAPALUTAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503007,CAPANICKIAN NORTE,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503008,CAPANICKIAN SUR,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503009,CATARATAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503010,CENTRO EAST (POB.),PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503011,CENTRO WEST (POB.),PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503012,DAAN-ILI,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503013,DAGUPAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503014,DALAYAP,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503015,GAGADDANGAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503016,IRINGAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503017,LABBEN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503018,MALUYO,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503019,MAPURAO,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503020,MATUCAY,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503021,NAGATTATAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503022,PACAC,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503023,SAN JUAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503024,SILAGAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503025,TAMBOLI,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503026,TUBEL,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201503027,UTAN,PH0200000000,PH0201500000,PH0201503000,,,,,
admin4,PH0201504001,ABOLO,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504002,AGGUIRIT,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504003,ALITUNTUNG,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504004,ANNABUCULAN,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504005,ANNAFATAN,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504006,ANQUIRAY,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504007,BABAYUAN,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504008,BACCUIT,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504009,BACRING,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504010,BACULUD,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504011,BALAUINI,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504012,BAUAN,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504013,BAYABAT,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504014,CALAMAGUI,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504015,CALINTAAN,PH0200000000,PH0201500000,PH0201504000,,,,,
admin4,PH0201504016,CARATACAT,PH0200000000,PH0201500000,PH0201504000,,,,,
